appointment_id,client_id,appointment_date,day_of_week,time_slot,service,booked_on,days_booked_ahead,outcome
A5955,C1017,2025-03-20,Thursday,6:00 PM,Balayage,2025-03-18,2,showed
A5956,C1064,2025-03-20,Thursday,3:00 PM,Haircut,2025-03-06,14,showed
A5957,C1077,2025-03-20,Thursday,1:30 PM,Highlights,2025-03-19,1,showed
A5958,C1149,2025-03-20,Thursday,10:30 AM,Highlights,2025-03-13,7,showed
A5959,C1070,2025-03-20,Thursday,1:30 PM,Balayage,2025-02-27,21,showed
A5960,C1087,2025-03-20,Thursday,3:00 PM,Balayage,2025-03-18,2,no-show
A5961,C1163,2025-03-21,Friday,3:00 PM,Blowout,2025-03-07,14,showed
A5962,C1040,2025-03-21,Friday,4:30 PM,Balayage,2025-03-19,2,showed
A5963,C1077,2025-03-21,Friday,1:30 PM,Haircut,2025-03-20,1,showed
A5964,C1166,2025-03-21,Friday,1:30 PM,Color,2025-03-14,7,showed
A5965,C1058,2025-03-21,Friday,10:30 AM,Highlights,2025-03-18,3,showed
A5966,C1192,2025-03-21,Friday,4:30 PM,Blowout,2025-03-18,3,no-show
A5967,C1026,2025-03-21,Friday,3:00 PM,Color,2025-03-18,3,showed
A5968,C1164,2025-03-21,Friday,3:00 PM,Blowout,2025-03-19,2,showed
A5969,C1025,2025-03-21,Friday,10:30 AM,Blowout,2025-03-18,3,showed
A5970,C1132,2025-03-21,Friday,4:30 PM,Balayage,2025-03-14,7,showed
A5971,C1128,2025-03-21,Friday,1:30 PM,Color,2025-03-07,14,showed
A5972,C1043,2025-03-22,Saturday,6:00 PM,Haircut,2025-03-08,14,showed
A5973,C1158,2025-03-22,Saturday,1:30 PM,Blowout,2025-03-19,3,late-cancel
A5974,C1036,2025-03-22,Saturday,12:00 PM,Blowout,2025-03-19,3,showed
A5975,C1032,2025-03-22,Saturday,1:30 PM,Color,2025-02-20,30,showed
A5976,C1198,2025-03-22,Saturday,10:30 AM,Highlights,2025-03-19,3,showed
A5977,C1192,2025-03-22,Saturday,6:00 PM,Color,2025-03-15,7,showed
A5978,C1089,2025-03-22,Saturday,10:30 AM,Color,2025-03-08,14,showed
A5979,C1192,2025-03-22,Saturday,6:00 PM,Blowout,2025-03-01,21,showed
A5980,C1056,2025-03-22,Saturday,3:00 PM,Highlights,2025-03-19,3,showed
A5981,C1171,2025-03-22,Saturday,4:30 PM,Balayage,2025-03-21,1,showed
A5982,C1075,2025-03-22,Saturday,9:00 AM,Blowout,2025-03-15,7,showed
A5983,C1007,2025-03-22,Saturday,3:00 PM,Color,2025-03-19,3,showed
A5984,C1029,2025-03-22,Saturday,1:30 PM,Haircut,2025-03-21,1,showed
A5985,C1147,2025-03-24,Monday,1:30 PM,Color,2025-03-23,1,no-show
A5986,C1070,2025-03-24,Monday,9:00 AM,Haircut,2025-03-17,7,showed
A5987,C1070,2025-03-24,Monday,4:30 PM,Balayage,2025-03-22,2,showed
A5988,C1053,2025-03-24,Monday,12:00 PM,Blowout,2025-03-03,21,showed
A5989,C1145,2025-03-25,Tuesday,4:30 PM,Highlights,2025-03-18,7,showed
A5990,C1019,2025-03-25,Tuesday,1:30 PM,Blowout,2025-03-11,14,showed
A5991,C1065,2025-03-25,Tuesday,9:00 AM,Haircut,2025-03-04,21,showed
A5992,C1149,2025-03-25,Tuesday,3:00 PM,Haircut,2025-03-18,7,showed
A5993,C1080,2025-03-25,Tuesday,10:30 AM,Haircut,2025-03-18,7,no-show
A5994,C1144,2025-03-26,Wednesday,1:30 PM,Balayage,2025-03-12,14,showed
A5995,C1140,2025-03-26,Wednesday,4:30 PM,Haircut,2025-02-24,30,showed
A5996,C1064,2025-03-26,Wednesday,9:00 AM,Color,2025-03-24,2,showed
A5997,C1085,2025-03-26,Wednesday,12:00 PM,Color,2025-03-23,3,showed
A5998,C1051,2025-03-26,Wednesday,9:00 AM,Balayage,2025-03-25,1,showed
A5999,C1125,2025-03-26,Wednesday,3:00 PM,Haircut,2025-03-12,14,showed
A6000,C1016,2025-03-26,Wednesday,6:00 PM,Balayage,2025-03-25,1,showed
A6001,C1023,2025-03-27,Thursday,9:00 AM,Color,2025-03-13,14,showed
A6002,C1026,2025-03-27,Thursday,12:00 PM,Haircut,2025-03-20,7,showed
A6003,C1119,2025-03-27,Thursday,9:00 AM,Color,2025-03-20,7,showed
A6004,C1168,2025-03-27,Thursday,9:00 AM,Haircut,2025-03-26,1,showed
A6005,C1162,2025-03-27,Thursday,10:30 AM,Balayage,2025-03-25,2,showed
A6006,C1156,2025-03-27,Thursday,1:30 PM,Balayage,2025-03-25,2,showed
A6007,C1098,2025-03-27,Thursday,1:30 PM,Color,2025-03-25,2,showed
A6008,C1021,2025-03-27,Thursday,4:30 PM,Balayage,2025-03-26,1,showed
A6009,C1169,2025-03-28,Friday,9:00 AM,Blowout,2025-02-26,30,showed
A6010,C1165,2025-03-28,Friday,12:00 PM,Highlights,2025-03-26,2,showed
A6011,C1061,2025-03-28,Friday,12:00 PM,Color,2025-03-27,1,no-show
A6012,C1106,2025-03-28,Friday,1:30 PM,Color,2025-03-21,7,showed
A6013,C1065,2025-03-28,Friday,12:00 PM,Color,2025-03-14,14,showed
A6014,C1168,2025-03-28,Friday,12:00 PM,Haircut,2025-03-25,3,no-show
A6015,C1163,2025-03-28,Friday,1:30 PM,Haircut,2025-03-25,3,showed
A6016,C1139,2025-03-28,Friday,3:00 PM,Highlights,2025-03-21,7,showed
A6017,C1092,2025-03-28,Friday,3:00 PM,Highlights,2025-03-25,3,showed
A6018,C1154,2025-03-28,Friday,9:00 AM,Haircut,2025-03-26,2,showed
A6019,C1161,2025-03-28,Friday,12:00 PM,Balayage,2025-03-21,7,showed
A6020,C1103,2025-03-29,Saturday,12:00 PM,Blowout,2025-03-27,2,showed
A6021,C1048,2025-03-29,Saturday,4:30 PM,Haircut,2025-03-26,3,showed
A6022,C1035,2025-03-29,Saturday,12:00 PM,Balayage,2025-03-15,14,showed
A6023,C1003,2025-03-29,Saturday,4:30 PM,Haircut,2025-03-26,3,showed
A6024,C1168,2025-03-29,Saturday,9:00 AM,Color,2025-03-08,21,no-show
A6025,C1097,2025-03-29,Saturday,1:30 PM,Color,2025-03-22,7,showed
A6026,C1132,2025-03-29,Saturday,6:00 PM,Haircut,2025-03-26,3,late-cancel
A6027,C1164,2025-03-29,Saturday,1:30 PM,Balayage,2025-02-27,30,showed
A6028,C1070,2025-03-29,Saturday,6:00 PM,Haircut,2025-02-27,30,showed
A6029,C1002,2025-03-29,Saturday,10:30 AM,Color,2025-03-26,3,showed
A6030,C1090,2025-03-29,Saturday,4:30 PM,Color,2025-03-15,14,showed
A6031,C1038,2025-03-29,Saturday,3:00 PM,Color,2025-03-27,2,showed
A6032,C1121,2025-03-29,Saturday,10:30 AM,Blowout,2025-03-26,3,showed
A6033,C1152,2025-03-31,Monday,9:00 AM,Haircut,2025-03-24,7,late-cancel
A6034,C1193,2025-03-31,Monday,1:30 PM,Blowout,2025-03-24,7,showed
A6035,C1027,2025-03-31,Monday,10:30 AM,Highlights,2025-03-24,7,showed
A6036,C1199,2025-03-31,Monday,12:00 PM,Balayage,2025-03-28,3,showed
A6037,C1165,2025-04-01,Tuesday,10:30 AM,Haircut,2025-03-25,7,showed
A6038,C1031,2025-04-01,Tuesday,4:30 PM,Highlights,2025-03-25,7,showed
A6039,C1011,2025-04-01,Tuesday,1:30 PM,Blowout,2025-03-25,7,showed
A6040,C1139,2025-04-01,Tuesday,9:00 AM,Haircut,2025-03-31,1,showed
A6041,C1074,2025-04-01,Tuesday,4:30 PM,Highlights,2025-03-11,21,showed
A6042,C1086,2025-04-02,Wednesday,10:30 AM,Blowout,2025-03-19,14,showed
A6043,C1168,2025-04-02,Wednesday,1:30 PM,Blowout,2025-03-31,2,showed
A6044,C1188,2025-04-02,Wednesday,10:30 AM,Blowout,2025-03-19,14,no-show
A6045,C1022,2025-04-02,Wednesday,4:30 PM,Blowout,2025-03-26,7,showed
A6046,C1099,2025-04-02,Wednesday,12:00 PM,Balayage,2025-03-31,2,showed
A6047,C1182,2025-04-02,Wednesday,4:30 PM,Color,2025-03-12,21,showed
A6048,C1030,2025-04-02,Wednesday,9:00 AM,Color,2025-03-26,7,showed
A6049,C1184,2025-04-03,Thursday,10:30 AM,Balayage,2025-03-31,3,late-cancel
A6050,C1085,2025-04-03,Thursday,12:00 PM,Balayage,2025-03-27,7,showed
A6051,C1079,2025-04-03,Thursday,9:00 AM,Blowout,2025-03-27,7,showed
A6052,C1189,2025-04-03,Thursday,1:30 PM,Blowout,2025-04-02,1,showed
A6053,C1013,2025-04-03,Thursday,12:00 PM,Color,2025-03-27,7,showed
A6054,C1110,2025-04-03,Thursday,9:00 AM,Haircut,2025-04-02,1,showed
A6055,C1062,2025-04-03,Thursday,6:00 PM,Highlights,2025-04-01,2,showed
A6056,C1022,2025-04-03,Thursday,10:30 AM,Balayage,2025-03-31,3,showed
A6057,C1108,2025-04-04,Friday,9:00 AM,Highlights,2025-03-28,7,showed
A6058,C1036,2025-04-04,Friday,4:30 PM,Haircut,2025-04-01,3,showed
A6059,C1186,2025-04-04,Friday,3:00 PM,Color,2025-04-01,3,showed
A6060,C1076,2025-04-04,Friday,1:30 PM,Balayage,2025-04-02,2,showed
A6061,C1003,2025-04-04,Friday,4:30 PM,Color,2025-03-28,7,showed
A6062,C1065,2025-04-04,Friday,12:00 PM,Blowout,2025-04-02,2,no-show
A6063,C1009,2025-04-04,Friday,1:30 PM,Color,2025-04-02,2,showed
A6064,C1088,2025-04-04,Friday,6:00 PM,Balayage,2025-04-02,2,showed
A6065,C1087,2025-04-04,Friday,12:00 PM,Blowout,2025-04-01,3,showed
A6066,C1128,2025-04-04,Friday,1:30 PM,Haircut,2025-03-28,7,showed
A6067,C1116,2025-04-04,Friday,6:00 PM,Color,2025-04-03,1,showed
A6068,C1087,2025-04-05,Saturday,12:00 PM,Highlights,2025-03-29,7,no-show
A6069,C1057,2025-04-05,Saturday,12:00 PM,Blowout,2025-03-22,14,showed
A6070,C1100,2025-04-05,Saturday,12:00 PM,Haircut,2025-04-03,2,showed
A6071,C1112,2025-04-05,Saturday,4:30 PM,Blowout,2025-04-02,3,showed
A6072,C1026,2025-04-05,Saturday,10:30 AM,Blowout,2025-04-02,3,showed
A6073,C1078,2025-04-05,Saturday,1:30 PM,Blowout,2025-04-04,1,showed
A6074,C1031,2025-04-05,Saturday,10:30 AM,Blowout,2025-04-02,3,showed
A6075,C1155,2025-04-05,Saturday,6:00 PM,Haircut,2025-04-03,2,showed
A6076,C1091,2025-04-05,Saturday,10:30 AM,Haircut,2025-03-22,14,showed
A6077,C1129,2025-04-05,Saturday,3:00 PM,Highlights,2025-04-04,1,no-show
A6078,C1039,2025-04-05,Saturday,9:00 AM,Blowout,2025-04-04,1,no-show
A6079,C1148,2025-04-05,Saturday,10:30 AM,Color,2025-04-03,2,showed
A6080,C1155,2025-04-05,Saturday,3:00 PM,Haircut,2025-04-02,3,no-show
A6081,C1166,2025-04-07,Monday,4:30 PM,Blowout,2025-04-06,1,showed
A6082,C1097,2025-04-07,Monday,6:00 PM,Highlights,2025-04-06,1,showed
A6083,C1072,2025-04-07,Monday,9:00 AM,Blowout,2025-03-31,7,showed
A6084,C1154,2025-04-07,Monday,4:30 PM,Balayage,2025-04-04,3,showed
A6085,C1037,2025-04-08,Tuesday,12:00 PM,Highlights,2025-04-06,2,showed
A6086,C1035,2025-04-08,Tuesday,9:00 AM,Balayage,2025-04-01,7,showed
A6087,C1137,2025-04-08,Tuesday,12:00 PM,Highlights,2025-03-25,14,no-show
A6088,C1113,2025-04-08,Tuesday,6:00 PM,Color,2025-04-01,7,showed
A6089,C1031,2025-04-08,Tuesday,6:00 PM,Highlights,2025-04-01,7,showed
A6090,C1027,2025-04-09,Wednesday,4:30 PM,Balayage,2025-03-19,21,showed
A6091,C1108,2025-04-09,Wednesday,12:00 PM,Haircut,2025-04-02,7,no-show
A6092,C1169,2025-04-09,Wednesday,6:00 PM,Balayage,2025-04-06,3,late-cancel
A6093,C1148,2025-04-09,Wednesday,9:00 AM,Highlights,2025-04-07,2,showed
A6094,C1170,2025-04-09,Wednesday,4:30 PM,Blowout,2025-04-08,1,no-show
A6095,C1034,2025-04-09,Wednesday,4:30 PM,Haircut,2025-04-07,2,showed
A6096,C1175,2025-04-09,Wednesday,9:00 AM,Balayage,2025-03-19,21,showed
A6097,C1110,2025-04-10,Thursday,10:30 AM,Color,2025-04-08,2,showed
A6098,C1032,2025-04-10,Thursday,3:00 PM,Color,2025-04-03,7,showed
A6099,C1163,2025-04-10,Thursday,12:00 PM,Blowout,2025-04-03,7,showed
A6100,C1128,2025-04-10,Thursday,12:00 PM,Color,2025-04-09,1,showed
A6101,C1011,2025-04-10,Thursday,4:30 PM,Color,2025-04-09,1,showed
A6102,C1063,2025-04-10,Thursday,3:00 PM,Blowout,2025-04-03,7,showed
A6103,C1063,2025-04-10,Thursday,9:00 AM,Color,2025-04-03,7,showed
A6104,C1154,2025-04-10,Thursday,3:00 PM,Balayage,2025-04-03,7,showed
A6105,C1123,2025-04-11,Friday,3:00 PM,Highlights,2025-03-28,14,showed
A6106,C1052,2025-04-11,Friday,1:30 PM,Balayage,2025-03-28,14,no-show
A6107,C1019,2025-04-11,Friday,12:00 PM,Color,2025-03-28,14,showed
A6108,C1025,2025-04-11,Friday,12:00 PM,Haircut,2025-04-10,1,showed
A6109,C1042,2025-04-11,Friday,1:30 PM,Highlights,2025-04-04,7,showed
A6110,C1057,2025-04-11,Friday,12:00 PM,Haircut,2025-03-28,14,showed
A6111,C1072,2025-04-11,Friday,12:00 PM,Color,2025-04-08,3,showed
A6112,C1126,2025-04-11,Friday,12:00 PM,Balayage,2025-03-21,21,showed
A6113,C1158,2025-04-11,Friday,1:30 PM,Highlights,2025-04-08,3,showed
A6114,C1151,2025-04-11,Friday,10:30 AM,Highlights,2025-04-08,3,showed
A6115,C1182,2025-04-11,Friday,9:00 AM,Haircut,2025-04-08,3,showed
A6116,C1081,2025-04-12,Saturday,1:30 PM,Blowout,2025-04-11,1,showed
A6117,C1084,2025-04-12,Saturday,12:00 PM,Haircut,2025-04-09,3,showed
A6118,C1108,2025-04-12,Saturday,6:00 PM,Balayage,2025-03-29,14,showed
A6119,C1046,2025-04-12,Saturday,10:30 AM,Highlights,2025-04-05,7,showed
A6120,C1150,2025-04-12,Saturday,12:00 PM,Highlights,2025-03-29,14,showed
A6121,C1148,2025-04-12,Saturday,1:30 PM,Highlights,2025-04-11,1,showed
A6122,C1051,2025-04-12,Saturday,1:30 PM,Balayage,2025-04-10,2,showed
A6123,C1180,2025-04-12,Saturday,4:30 PM,Haircut,2025-04-05,7,showed
A6124,C1127,2025-04-12,Saturday,1:30 PM,Color,2025-04-05,7,showed
A6125,C1075,2025-04-12,Saturday,9:00 AM,Balayage,2025-04-05,7,no-show
A6126,C1059,2025-04-12,Saturday,3:00 PM,Color,2025-04-05,7,showed
A6127,C1175,2025-04-12,Saturday,10:30 AM,Color,2025-03-29,14,showed
A6128,C1040,2025-04-12,Saturday,3:00 PM,Highlights,2025-04-05,7,showed
A6129,C1102,2025-04-14,Monday,6:00 PM,Balayage,2025-04-11,3,no-show
A6130,C1051,2025-04-14,Monday,10:30 AM,Color,2025-04-11,3,showed
A6131,C1134,2025-04-14,Monday,9:00 AM,Haircut,2025-04-11,3,showed
A6132,C1039,2025-04-14,Monday,6:00 PM,Haircut,2025-04-13,1,showed
A6133,C1133,2025-04-15,Tuesday,12:00 PM,Color,2025-04-13,2,showed
A6134,C1140,2025-04-15,Tuesday,6:00 PM,Color,2025-04-13,2,showed
A6135,C1148,2025-04-15,Tuesday,6:00 PM,Blowout,2025-04-12,3,no-show
A6136,C1177,2025-04-15,Tuesday,1:30 PM,Balayage,2025-04-08,7,showed
A6137,C1179,2025-04-15,Tuesday,9:00 AM,Highlights,2025-04-13,2,showed
A6138,C1074,2025-04-16,Wednesday,3:00 PM,Color,2025-04-02,14,no-show
A6139,C1095,2025-04-16,Wednesday,12:00 PM,Blowout,2025-03-26,21,showed
A6140,C1049,2025-04-16,Wednesday,3:00 PM,Highlights,2025-04-15,1,showed
A6141,C1145,2025-04-16,Wednesday,12:00 PM,Haircut,2025-03-26,21,showed
A6142,C1001,2025-04-16,Wednesday,12:00 PM,Highlights,2025-04-15,1,showed
A6143,C1136,2025-04-16,Wednesday,4:30 PM,Haircut,2025-04-09,7,showed
A6144,C1135,2025-04-16,Wednesday,3:00 PM,Haircut,2025-04-09,7,showed
A6145,C1016,2025-04-17,Thursday,12:00 PM,Color,2025-04-15,2,showed
A6146,C1131,2025-04-17,Thursday,4:30 PM,Color,2025-04-14,3,showed
A6147,C1163,2025-04-17,Thursday,12:00 PM,Blowout,2025-04-10,7,showed
A6148,C1118,2025-04-17,Thursday,3:00 PM,Haircut,2025-04-14,3,showed
A6149,C1004,2025-04-17,Thursday,1:30 PM,Blowout,2025-04-16,1,showed
A6150,C1115,2025-04-17,Thursday,6:00 PM,Balayage,2025-04-16,1,late-cancel
A6151,C1156,2025-04-17,Thursday,1:30 PM,Haircut,2025-04-16,1,showed
A6152,C1178,2025-04-17,Thursday,4:30 PM,Color,2025-04-10,7,showed
A6153,C1024,2025-04-18,Friday,3:00 PM,Balayage,2025-04-17,1,no-show
A6154,C1133,2025-04-18,Friday,9:00 AM,Haircut,2025-03-19,30,showed
A6155,C1099,2025-04-18,Friday,3:00 PM,Blowout,2025-04-15,3,showed
A6156,C1106,2025-04-18,Friday,6:00 PM,Haircut,2025-04-17,1,showed
A6157,C1086,2025-04-18,Friday,3:00 PM,Color,2025-03-28,21,showed
A6158,C1165,2025-04-18,Friday,3:00 PM,Highlights,2025-04-11,7,showed
A6159,C1039,2025-04-18,Friday,10:30 AM,Highlights,2025-04-11,7,showed
A6160,C1149,2025-04-18,Friday,6:00 PM,Blowout,2025-04-11,7,showed
A6161,C1103,2025-04-18,Friday,9:00 AM,Balayage,2025-04-11,7,showed
A6162,C1086,2025-04-18,Friday,9:00 AM,Highlights,2025-04-11,7,showed
A6163,C1109,2025-04-18,Friday,1:30 PM,Blowout,2025-04-15,3,late-cancel
A6164,C1199,2025-04-19,Saturday,10:30 AM,Blowout,2025-04-17,2,no-show
A6165,C1041,2025-04-19,Saturday,1:30 PM,Color,2025-03-29,21,showed
A6166,C1152,2025-04-19,Saturday,4:30 PM,Color,2025-04-12,7,showed
A6167,C1095,2025-04-19,Saturday,4:30 PM,Haircut,2025-04-05,14,showed
A6168,C1133,2025-04-19,Saturday,12:00 PM,Balayage,2025-04-16,3,showed
A6169,C1140,2025-04-19,Saturday,10:30 AM,Haircut,2025-04-16,3,showed
A6170,C1121,2025-04-19,Saturday,4:30 PM,Haircut,2025-04-18,1,showed
A6171,C1058,2025-04-19,Saturday,4:30 PM,Color,2025-04-12,7,showed
A6172,C1121,2025-04-19,Saturday,4:30 PM,Haircut,2025-04-16,3,showed
A6173,C1075,2025-04-19,Saturday,10:30 AM,Balayage,2025-04-18,1,showed
A6174,C1051,2025-04-19,Saturday,3:00 PM,Haircut,2025-04-18,1,no-show
A6175,C1022,2025-04-19,Saturday,9:00 AM,Color,2025-04-18,1,showed
A6176,C1050,2025-04-19,Saturday,12:00 PM,Balayage,2025-04-17,2,showed
A6177,C1014,2025-04-21,Monday,4:30 PM,Balayage,2025-04-18,3,showed
A6178,C1115,2025-04-21,Monday,9:00 AM,Blowout,2025-03-22,30,showed
A6179,C1110,2025-04-21,Monday,4:30 PM,Blowout,2025-03-31,21,showed
A6180,C1097,2025-04-21,Monday,3:00 PM,Balayage,2025-04-18,3,showed
A6181,C1198,2025-04-22,Tuesday,12:00 PM,Haircut,2025-04-19,3,showed
A6182,C1097,2025-04-22,Tuesday,10:30 AM,Color,2025-04-15,7,showed
A6183,C1005,2025-04-22,Tuesday,12:00 PM,Color,2025-04-15,7,showed
A6184,C1073,2025-04-22,Tuesday,4:30 PM,Balayage,2025-04-01,21,showed
A6185,C1200,2025-04-22,Tuesday,10:30 AM,Color,2025-04-19,3,showed
A6186,C1020,2025-04-23,Wednesday,10:30 AM,Blowout,2025-04-09,14,showed
A6187,C1093,2025-04-23,Wednesday,1:30 PM,Color,2025-04-16,7,showed
A6188,C1086,2025-04-23,Wednesday,4:30 PM,Blowout,2025-04-20,3,showed
A6189,C1085,2025-04-23,Wednesday,4:30 PM,Haircut,2025-04-22,1,no-show
A6190,C1102,2025-04-23,Wednesday,10:30 AM,Balayage,2025-04-16,7,no-show
A6191,C1130,2025-04-23,Wednesday,1:30 PM,Highlights,2025-04-22,1,showed
A6192,C1172,2025-04-23,Wednesday,1:30 PM,Highlights,2025-04-21,2,showed
A6193,C1053,2025-04-24,Thursday,12:00 PM,Blowout,2025-04-22,2,showed
A6194,C1126,2025-04-24,Thursday,3:00 PM,Color,2025-04-10,14,showed
A6195,C1121,2025-04-24,Thursday,6:00 PM,Highlights,2025-04-17,7,showed
A6196,C1182,2025-04-24,Thursday,1:30 PM,Balayage,2025-04-17,7,showed
A6197,C1062,2025-04-24,Thursday,9:00 AM,Color,2025-04-10,14,showed
A6198,C1127,2025-04-24,Thursday,6:00 PM,Balayage,2025-04-17,7,showed
A6199,C1133,2025-04-24,Thursday,1:30 PM,Blowout,2025-04-23,1,showed
A6200,C1152,2025-04-24,Thursday,4:30 PM,Balayage,2025-04-03,21,showed
A6201,C1011,2025-04-25,Friday,4:30 PM,Color,2025-04-11,14,no-show
A6202,C1101,2025-04-25,Friday,9:00 AM,Highlights,2025-04-18,7,showed
A6203,C1005,2025-04-25,Friday,3:00 PM,Haircut,2025-04-22,3,showed
A6204,C1054,2025-04-25,Friday,1:30 PM,Haircut,2025-04-11,14,no-show
A6205,C1167,2025-04-25,Friday,9:00 AM,Color,2025-04-23,2,showed
A6206,C1108,2025-04-25,Friday,10:30 AM,Balayage,2025-04-11,14,showed
A6207,C1052,2025-04-25,Friday,9:00 AM,Haircut,2025-04-11,14,no-show
A6208,C1010,2025-04-25,Friday,3:00 PM,Blowout,2025-04-18,7,showed
A6209,C1114,2025-04-25,Friday,4:30 PM,Haircut,2025-04-18,7,showed
A6210,C1137,2025-04-25,Friday,10:30 AM,Blowout,2025-04-04,21,showed
A6211,C1086,2025-04-25,Friday,12:00 PM,Haircut,2025-04-18,7,showed
A6212,C1154,2025-04-26,Saturday,3:00 PM,Haircut,2025-04-12,14,showed
A6213,C1068,2025-04-26,Saturday,4:30 PM,Balayage,2025-04-19,7,showed
A6214,C1198,2025-04-26,Saturday,10:30 AM,Blowout,2025-04-23,3,late-cancel
A6215,C1022,2025-04-26,Saturday,10:30 AM,Balayage,2025-04-25,1,showed
A6216,C1195,2025-04-26,Saturday,6:00 PM,Balayage,2025-04-19,7,showed
A6217,C1197,2025-04-26,Saturday,9:00 AM,Highlights,2025-04-23,3,showed
A6218,C1023,2025-04-26,Saturday,12:00 PM,Blowout,2025-04-25,1,showed
A6219,C1190,2025-04-26,Saturday,6:00 PM,Blowout,2025-04-24,2,showed
A6220,C1155,2025-04-26,Saturday,3:00 PM,Highlights,2025-04-23,3,showed
A6221,C1150,2025-04-26,Saturday,4:30 PM,Highlights,2025-03-27,30,showed
A6222,C1060,2025-04-26,Saturday,1:30 PM,Highlights,2025-04-23,3,showed
A6223,C1027,2025-04-26,Saturday,1:30 PM,Balayage,2025-04-23,3,showed
A6224,C1131,2025-04-26,Saturday,1:30 PM,Color,2025-04-23,3,showed
A6225,C1056,2025-04-28,Monday,10:30 AM,Balayage,2025-04-25,3,showed
A6226,C1171,2025-04-28,Monday,9:00 AM,Balayage,2025-04-25,3,showed
A6227,C1042,2025-04-28,Monday,1:30 PM,Color,2025-04-25,3,showed
A6228,C1111,2025-04-28,Monday,3:00 PM,Blowout,2025-04-25,3,no-show
A6229,C1180,2025-04-29,Tuesday,1:30 PM,Balayage,2025-04-22,7,showed
A6230,C1084,2025-04-29,Tuesday,3:00 PM,Blowout,2025-04-27,2,showed
A6231,C1156,2025-04-29,Tuesday,12:00 PM,Blowout,2025-04-28,1,showed
A6232,C1145,2025-04-29,Tuesday,10:30 AM,Highlights,2025-04-22,7,showed
A6233,C1120,2025-04-29,Tuesday,12:00 PM,Blowout,2025-04-27,2,showed
